Asset Number,Device Status,Device Type,Manufacturer,Model Number,Model Name,Operating System,Serial Number,Device Procurement,Start Date,End Date,Additional Information,Assigned User's ID,Assigned User's Email,Assigned Date,Unassigned Date,TextCustomField,NumberCustomField,DateCustomFiled,PriceCustomFiled
Fw4YWk7QE9,In-use,laptop,dell,rDz2CbmxPW,dell-model,windows,BPcFcWI9aw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xw4EWCJzqA,10,2024-06-25,10
zl34RaRexH,In-use,laptop,dell,1sP2QNqt6b,dell-model,windows,Yy6eCJ1loG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pqn9GqkLvI,10,2024-06-25,10
7b1tTnsI97,In-use,laptop,dell,qFLDplWwmA,dell-model,windows,znyv1fpVqZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,i9TRQzGtqJ,10,2024-06-25,10
M0FY85GH9F,In-use,laptop,dell,uuERnfl0zC,dell-model,windows,UqoM72Z0hg,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,laZtH1mz9L,10,2024-06-25,10
zjKwib2Ygk,In-use,laptop,dell,smEU3lKj7G,dell-model,windows,7vb3N386tr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1rK64SI3Wb,10,2024-06-25,10
rR9ax0Nl4t,In-use,laptop,dell,Ho2P5HIvXq,dell-model,windows,oFPVNSUwt9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1bmT6rGeRZ,10,2024-06-25,10
7lXtiQfbHr,In-use,laptop,dell,Kml6geGlFd,dell-model,windows,dXopZjPCkm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mLZIUcuWCe,10,2024-06-25,10
ucTp7c9W0a,In-use,laptop,dell,8ypXy7Lb22,dell-model,windows,9Rqa9SY4a1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XvQuptNlik,10,2024-06-25,10
GWcQkpCo7n,In-use,laptop,dell,7K2T1TU2vN,dell-model,windows,RHMa8rID7M,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cuOVbiLBhu,10,2024-06-25,10
6U62n8Yjpa,In-use,laptop,dell,k15jJ5TQFa,dell-model,windows,8tkMvBv7Ej,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RI9HETXPE3,10,2024-06-25,10
RCfAGtySAm,In-use,laptop,dell,A56vLPZb5q,dell-model,windows,sFJ2KpJxAY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JZXEaHmvaW,10,2024-06-25,10
l6SHQMmC9t,In-use,laptop,dell,26uZZ5FFtF,dell-model,windows,3TXWzMD0xk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6JEmvTsh8s,10,2024-06-25,10
t3DvC0SVUA,In-use,laptop,dell,iUis1dkws0,dell-model,windows,MaJT26XOSo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,18v2MAaJRO,10,2024-06-25,10
gp69ZE2eiC,In-use,laptop,dell,RLja9GEs2e,dell-model,windows,rcigFsprTz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iBgxfsozGg,10,2024-06-25,10
xUEFOPBSfr,In-use,laptop,dell,EnqyduKmWb,dell-model,windows,GBnz7fEJVD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KDOzZWqPHJ,10,2024-06-25,10
FOckBrqFWb,In-use,laptop,dell,wJ9l5WHngP,dell-model,windows,s8nk6RaCIR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Q9IcALAXq8,10,2024-06-25,10
jExbT0BBLG,In-use,laptop,dell,uBYSB9upQK,dell-model,windows,n2w68sWmDn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PvYF9BfSIn,10,2024-06-25,10
dqgThrsj9H,In-use,laptop,dell,l0PFT26NEK,dell-model,windows,khUIbHtJb5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RMe6HpkslP,10,2024-06-25,10
Jf3i8tMxDU,In-use,laptop,dell,skUY2YbT1H,dell-model,windows,Ika3eKhxu2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zRYZ32yElf,10,2024-06-25,10
ojtwPDCrrk,In-use,laptop,dell,23MlXoqdRn,dell-model,windows,ptodDdEICg,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TjYGh7hCQU,10,2024-06-25,10
r85RHud2P1,In-use,laptop,dell,jWgt1f7qgO,dell-model,windows,ENCaKZsM8k,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,o0qgsCglok,10,2024-06-25,10
6CtJJfZvhH,In-use,laptop,dell,BQIpXJ4rPI,dell-model,windows,Mkhtgzebcg,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ocQBsr7LCn,10,2024-06-25,10
xafdaulDBG,In-use,laptop,dell,RILqNrPqyA,dell-model,windows,udFq2s8X6R,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RjuPymYgKK,10,2024-06-25,10
sAxZP0iMQJ,In-use,laptop,dell,tvvJixViEk,dell-model,windows,uxHb4QAKCL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ScFK7z2oNr,10,2024-06-25,10
ceaqeWuloI,In-use,laptop,dell,yWxEIwy5cr,dell-model,windows,pfyrwiugxw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,btFQch5sxO,10,2024-06-25,10
D4kp7eF7OZ,In-use,laptop,dell,hXCQMmKLDl,dell-model,windows,7LU2vifkqz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ufkrTXtvMH,10,2024-06-25,10
w2LKxVzpjw,In-use,laptop,dell,MLb0iiHn9L,dell-model,windows,nzdZRf3ipD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,MyissTTIox,10,2024-06-25,10
pKMpf1V6eO,In-use,laptop,dell,aQtUpSyhLB,dell-model,windows,HSMbo5lqEO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8i2RD1qsFx,10,2024-06-25,10
Vjq8MDA6AO,In-use,laptop,dell,9tebPovdgp,dell-model,windows,A1czOrRmJo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mk0hMnw6cB,10,2024-06-25,10
2nZZlI10AZ,In-use,laptop,dell,P43ElgYYXk,dell-model,windows,gugOeP8wlI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ar0iutEBEl,10,2024-06-25,10
EQEIlbT9Gc,In-use,laptop,dell,HkjYUe8TE2,dell-model,windows,CaVxAHWURU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gnh6VBsiXs,10,2024-06-25,10
fcxEw4C4LB,In-use,laptop,dell,GxuFDOf6u6,dell-model,windows,EwpXyln9yA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,7UhHh861Q4,10,2024-06-25,10
5jOl5j6rdo,In-use,laptop,dell,puqo1Wq5NQ,dell-model,windows,94PacuBJA3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gvUDGTfNpl,10,2024-06-25,10
N15BT1TtpO,In-use,laptop,dell,YyXAko2c10,dell-model,windows,hR0nTrK450,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xdqODeu2LV,10,2024-06-25,10
32WVCvbiv8,In-use,laptop,dell,UFAUl83WM1,dell-model,windows,6iVqzwXLuu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XQmCt5XFf1,10,2024-06-25,10
BwztQVccqX,In-use,laptop,dell,8iRrre7cyE,dell-model,windows,LOc80T3EGB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XM67ukmnqH,10,2024-06-25,10
qEv8ML0jPr,In-use,laptop,dell,DfvUpYba1K,dell-model,windows,pvKNhkADMZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,sC85ACnj0W,10,2024-06-25,10
lSSpvCSMY3,In-use,laptop,dell,pd1J4lYKTv,dell-model,windows,2JLJWQbJ0m,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Gl8fzbU0iF,10,2024-06-25,10
mGDGLyeyk1,In-use,laptop,dell,wyyvEo5eGI,dell-model,windows,MVjCPxnACx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Ufq57y6nvU,10,2024-06-25,10
KDBqHSqr0Z,In-use,laptop,dell,Vhn7s6eEL9,dell-model,windows,zmxzYOVhxm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,OKORbHqWmr,10,2024-06-25,10
CP8uIoXyek,In-use,laptop,dell,89liq2R5jy,dell-model,windows,qKw1ma0t1n,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,tSWOxxWvSM,10,2024-06-25,10
FludUGmSHG,In-use,laptop,dell,wPPhq53ckE,dell-model,windows,4mLM6SE9T5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pnktVIMLvn,10,2024-06-25,10
6bgqehkTQ1,In-use,laptop,dell,PajFrtQV8c,dell-model,windows,ipDlgXjb1U,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1ZR4eqobSr,10,2024-06-25,10
V7sEcaTjm3,In-use,laptop,dell,burI3BAebw,dell-model,windows,YhqNll6sh7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EtBdghgMLi,10,2024-06-25,10
R9hqBo6wwS,In-use,laptop,dell,qMnkhg0eDm,dell-model,windows,USBVMOdAkh,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JokzPOitGV,10,2024-06-25,10
ao7NmmPpPz,In-use,laptop,dell,tsdz8t11fi,dell-model,windows,hqDC3BMowe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uwrxetn6d4,10,2024-06-25,10
sDyiR5LgSO,In-use,laptop,dell,CsU11n6KEd,dell-model,windows,okCrJHuSVv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TvLZHD11T6,10,2024-06-25,10
T9pU1pBwvM,In-use,laptop,dell,7eebo6sriD,dell-model,windows,6bdbUol8gT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yASCCAuLAX,10,2024-06-25,10
ZgDCeKw0Bt,In-use,laptop,dell,jB6KQPpYi5,dell-model,windows,OQ6PRjT6II,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2DpMNYQd9p,10,2024-06-25,10
2vS7nJvsUR,In-use,laptop,dell,dozGRs9PV9,dell-model,windows,6lW7XwV8Rz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lnbCYcXnm0,10,2024-06-25,10
nZYTAjbjRO,In-use,laptop,dell,e820UsGO93,dell-model,windows,N8eKzRmVSd,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YxHphmTSmc,10,2024-06-25,10
0XQn46HPy4,In-use,laptop,dell,pCUfskuxtn,dell-model,windows,bMxVVIIVaP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FYtAJrIbFC,10,2024-06-25,10
jjEb5gooCB,In-use,laptop,dell,vNugiHn6vA,dell-model,windows,m1qAr276q1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iaw5Vs7XjW,10,2024-06-25,10
i93mzAmXPe,In-use,laptop,dell,fLLtaO2feH,dell-model,windows,mzC6VP09nY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zW5O1Y0Y4v,10,2024-06-25,10
Z8WpZwPXfB,In-use,laptop,dell,jChdYWsoIC,dell-model,windows,hX4HA7xRax,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DU4cu3V1gC,10,2024-06-25,10
ndkiF9jJOx,In-use,laptop,dell,TLmkKwkNwb,dell-model,windows,V0l9ePozVz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dUnjwyLWCe,10,2024-06-25,10
xETqkffEku,In-use,laptop,dell,mfifwcUIAv,dell-model,windows,YP1CL8efSA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qcKtk6eppn,10,2024-06-25,10
EbQbi3twyO,In-use,laptop,dell,FN1YPqf4Ve,dell-model,windows,6VK1g8uN2a,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eC1h1gaexI,10,2024-06-25,10
u3KPziPH0z,In-use,laptop,dell,CZ0KnHcIvy,dell-model,windows,PdSp2RNJPL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JTO4xmL5hx,10,2024-06-25,10
wOc0Ko9Fhj,In-use,laptop,dell,M2es1rgUgW,dell-model,windows,hEboCisTXH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RfLwgiHxOv,10,2024-06-25,10
jfFuvEA1t1,In-use,laptop,dell,zsNomgBLJD,dell-model,windows,AJHMCuH7vI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zlDLn4uolN,10,2024-06-25,10
rJ1bEOIVW3,In-use,laptop,dell,yQsXhGwvGV,dell-model,windows,8UERgJEgxe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,10p7Zg2meu,10,2024-06-25,10
G4qml6EF29,In-use,laptop,dell,JnLzEUxzLt,dell-model,windows,EPw3XfjowI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,OWY6p39kxt,10,2024-06-25,10
BNLZDobP6I,In-use,laptop,dell,kuxNbUjF9U,dell-model,windows,Y9Uqm5ML7J,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,N0zW5oDhse,10,2024-06-25,10
ObQvrMA5vI,In-use,laptop,dell,Fudfn9uhJh,dell-model,windows,3QuSbcFQP0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uFyxALn6X9,10,2024-06-25,10
C9RRQQ73xx,In-use,laptop,dell,5K68DpgBDt,dell-model,windows,jV6KSHsqA7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SeMpijxXeW,10,2024-06-25,10
gEIaaVwa9E,In-use,laptop,dell,FbqqEeoIaZ,dell-model,windows,hTurjjOo2b,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mro0x9s32e,10,2024-06-25,10
YleByvhHHt,In-use,laptop,dell,IfAEi7ft1i,dell-model,windows,bdIyfghUGv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HmqzZSK6El,10,2024-06-25,10
f8UQkMm2Ku,In-use,laptop,dell,U91OeTssSa,dell-model,windows,Scbh3qp937,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,69Aae9MRS5,10,2024-06-25,10
SrEhVMatx2,In-use,laptop,dell,pWSDtqloie,dell-model,windows,0lAYpVZRFe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,J33hs5pUAt,10,2024-06-25,10
XrrKTrWodl,In-use,laptop,dell,JwdP7qH0af,dell-model,windows,TG1umRP5lp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Km06XWK92M,10,2024-06-25,10
l3rVlp8klp,In-use,laptop,dell,vIwuM5noNx,dell-model,windows,KMeZiMRyJU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SDMebrgUnu,10,2024-06-25,10
gxibNBLLzA,In-use,laptop,dell,Ipny1VkkDy,dell-model,windows,9PZ8tVKbcj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eOdiOYMQ4w,10,2024-06-25,10
ZBqmkHZHU3,In-use,laptop,dell,cebsfku8QQ,dell-model,windows,SDNaGM9Lvb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,s2JNMIEzLA,10,2024-06-25,10
5H4vAZQ8CL,In-use,laptop,dell,dco5G5Pc6l,dell-model,windows,o571TZcZKj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,F7It3wstxd,10,2024-06-25,10
X1roWrsRlA,In-use,laptop,dell,cDwwvZVSOz,dell-model,windows,T5UbRyfyzN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xi9kFAzUqC,10,2024-06-25,10
WrfzbJ3BEh,In-use,laptop,dell,AYCcv2LMcD,dell-model,windows,jCvJMz8xKC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RDMVlPCWkC,10,2024-06-25,10
wcrFrlrE8U,In-use,laptop,dell,wzH1HSL6eC,dell-model,windows,DEKa7RMYXT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CIpLAbGrOb,10,2024-06-25,10
7IeMXzANtF,In-use,laptop,dell,kuxet0JYMn,dell-model,windows,yvOuh2b8bI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lwxR4VdD6V,10,2024-06-25,10
ytu8mS80cQ,In-use,laptop,dell,Xbm25lQoIX,dell-model,windows,eej5it7uec,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lmcqRFrbik,10,2024-06-25,10
O8EPYgA7Xr,In-use,laptop,dell,trAmEqZ5Mc,dell-model,windows,Vitu1Avgcv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,71LlvHT3A5,10,2024-06-25,10
8QAA59q8qu,In-use,laptop,dell,nmNtDsqCLg,dell-model,windows,FkQT1XqCew,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ySjnzkRPMm,10,2024-06-25,10
GSqUBO96VW,In-use,laptop,dell,MsDzb2Y9Ru,dell-model,windows,vnGn3xyJcx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,UBRNIkKj2w,10,2024-06-25,10
2MgQaUaFbg,In-use,laptop,dell,TGFsBiiwFh,dell-model,windows,bi8XTkHuho,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ikHw4NggN3,10,2024-06-25,10
N0pcqBcmYd,In-use,laptop,dell,WpGOCipTZz,dell-model,windows,qxY04Yhezk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VIKAHyCtBV,10,2024-06-25,10
UHNkIpYBuC,In-use,laptop,dell,ojtyd0q0Zv,dell-model,windows,FUv7XCCLj2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gbMro2ykTZ,10,2024-06-25,10
5xnyEmb2cs,In-use,laptop,dell,VvZhpEIdWH,dell-model,windows,V4I6AfC4od,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4uoSiIOWS5,10,2024-06-25,10
ObCymKPpAb,In-use,laptop,dell,NCCPxggeMw,dell-model,windows,04zVRKTqtJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,U1GGJel1MJ,10,2024-06-25,10
NccuQ9e41P,In-use,laptop,dell,yyFUl9huhQ,dell-model,windows,3LL6Pu2Y2L,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,llMgYU59VV,10,2024-06-25,10
dKKdr95ZMX,In-use,laptop,dell,SDoBP2gMvk,dell-model,windows,ShONlLClLX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,M6eIO7tsbK,10,2024-06-25,10
9soRcHwhNO,In-use,laptop,dell,vs5FGmQLr6,dell-model,windows,wcD0fm5eEx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,N33sN0zuOk,10,2024-06-25,10
2GohiEBAbw,In-use,laptop,dell,VlHMY7ITe8,dell-model,windows,IFHu4pr7l9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IgmHFsBzqU,10,2024-06-25,10
YYdYiJqCIQ,In-use,laptop,dell,2A66xe27Kc,dell-model,windows,LcXWvDna54,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4MmHldJBAZ,10,2024-06-25,10
bmWqOfRslo,In-use,laptop,dell,iP3mC0hS1V,dell-model,windows,jQEaXvYqhF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hWPQPUQ4gv,10,2024-06-25,10
R8ubi5o2J8,In-use,laptop,dell,0npG3nRwSk,dell-model,windows,fvYqGYOtZ6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hSad07c8YN,10,2024-06-25,10
ypj64T8m2d,In-use,laptop,dell,y6XhrvfcP7,dell-model,windows,JDw9Fon4WX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1lCTx0zOdD,10,2024-06-25,10
EWBmHcRtvF,In-use,laptop,dell,RmZpGZS8rs,dell-model,windows,ATbIiH2QJZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,W8S6ICwksz,10,2024-06-25,10
ABS6n1RsKR,In-use,laptop,dell,V8PuyAszp4,dell-model,windows,6TfNJeiJws,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,g5Hg10jExC,10,2024-06-25,10
Od8lQ2FIfX,In-use,laptop,dell,uWecyd8dex,dell-model,windows,QXehyDsddT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HhDdzOXTVU,10,2024-06-25,10
jpx8l3vKl4,In-use,laptop,dell,gxv5jbOSfx,dell-model,windows,tu8zqYsKig,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5DKvEVssNN,10,2024-06-25,10
9s30MiLSoU,In-use,laptop,dell,Rk5EYEU2wd,dell-model,windows,puMc8KKFVc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kDtSB34dXp,10,2024-06-25,10
32eZwW0SXz,In-use,laptop,dell,WiTgUfVwO6,dell-model,windows,VedtmeUnRB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,K0cGBjrIMg,10,2024-06-25,10
GXdr6YBHRr,In-use,laptop,dell,5FQbKkU9cL,dell-model,windows,zTo3DaiFIR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,P0O3eHfinf,10,2024-06-25,10
9yU1AQnp40,In-use,laptop,dell,qL2iYlO57l,dell-model,windows,AvevKqH88m,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PMugDhpxfx,10,2024-06-25,10
rLendsrNNt,In-use,laptop,dell,t9wDjLwAbt,dell-model,windows,S7309t6m7J,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,aKYne6wuYP,10,2024-06-25,10
ItWP3Wy4Ve,In-use,laptop,dell,sCSp2ZiXGK,dell-model,windows,4JnhYEAqIf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BwHkKFWGnG,10,2024-06-25,10
JviEmQLROn,In-use,laptop,dell,xvSccdyRNv,dell-model,windows,7QXpm9IYrZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,NhwLzQwRqI,10,2024-06-25,10
vuAiq3EuZa,In-use,laptop,dell,3guzkFZuVE,dell-model,windows,93O6W5fu8x,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FHyJA4Max0,10,2024-06-25,10
vDLT5zTP0P,In-use,laptop,dell,KyB3cphhBp,dell-model,windows,YGsDKDVpsm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WBsEB1tm93,10,2024-06-25,10
TeCOi9A3Jz,In-use,laptop,dell,dPpI2NnJIl,dell-model,windows,SwUqJ2tAZA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,sFXGF9f9N9,10,2024-06-25,10
hzzT3w6YYL,In-use,laptop,dell,19wI3lgmrC,dell-model,windows,1LnkxjOBL5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LyjWbeEv77,10,2024-06-25,10
KGmwapQP6u,In-use,laptop,dell,ljUtk0LxdH,dell-model,windows,j5QMZZNvjH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ffuLdapdhR,10,2024-06-25,10
E7vGxsIgX4,In-use,laptop,dell,eKmX54aceH,dell-model,windows,5YyUlgbmZI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,INzQC25IZI,10,2024-06-25,10
Z7nGffy2XF,In-use,laptop,dell,Hf2d38GeUv,dell-model,windows,BD1HGIDIKS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TCVDze6OUa,10,2024-06-25,10
ZPGQO4EuxY,In-use,laptop,dell,l2QZDSG5oz,dell-model,windows,gmwwTXTG9O,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KogCRUVJ63,10,2024-06-25,10
jKaJVU2hqb,In-use,laptop,dell,2t9MeGBciW,dell-model,windows,IMUHLEj7Vn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cLxt7BT0dm,10,2024-06-25,10
heP3UrOeaG,In-use,laptop,dell,314wuADU2f,dell-model,windows,u9UrmLa76Y,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yICSalzKmP,10,2024-06-25,10
Yr4dOypQQD,In-use,laptop,dell,XnVJ2LiDhQ,dell-model,windows,RXc16QmCP9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cSdaIhA6NS,10,2024-06-25,10
GpMgO3PGh4,In-use,laptop,dell,Cb9OpDfxXR,dell-model,windows,wjQ7lNzLCS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rkbMvlcSVT,10,2024-06-25,10
hDNfCvVPJH,In-use,laptop,dell,jcjX14o9i3,dell-model,windows,xwTVTwUfnm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,J0BX8tb7vj,10,2024-06-25,10
HYM18SWTDU,In-use,laptop,dell,kgE2bjoJzD,dell-model,windows,vqD5hIxtHZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,vWd5g05gKM,10,2024-06-25,10
NE3TtCFC9O,In-use,laptop,dell,7UgG5HLgYD,dell-model,windows,gD9it5fczr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2pibOB3n0z,10,2024-06-25,10
xh9ZtJiDzq,In-use,laptop,dell,y4FJq0OqGK,dell-model,windows,NW1lq0UruE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HvkyPIPHti,10,2024-06-25,10
KI0HcsQUWg,In-use,laptop,dell,EZfpcIGEHp,dell-model,windows,oErmO3lCQN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,81v8EqHXvD,10,2024-06-25,10
xYUG8ogqJ7,In-use,laptop,dell,qMg9K0Ags1,dell-model,windows,JSFMWhDyKh,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SQmnKRMVRS,10,2024-06-25,10
nYs68E2cqn,In-use,laptop,dell,tXJhIaEWJk,dell-model,windows,3sXAVmzSYb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,UAQmpbMBlL,10,2024-06-25,10
WvfWedOnIG,In-use,laptop,dell,zOozLDAIlQ,dell-model,windows,BSIlQ5aJuz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rp7adSHPHj,10,2024-06-25,10
VNoB0f84ey,In-use,laptop,dell,yC9MAuTsh3,dell-model,windows,pui9fkEIh5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ydOKzh9QDF,10,2024-06-25,10
3W1z6WrCEi,In-use,laptop,dell,e6XVW7aOMR,dell-model,windows,GsF73S50O5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XEwLHommdb,10,2024-06-25,10
