Asset Number,Device Status,Device Type,Manufacturer,Model Number,Model Name,Operating System,Serial Number,Device Procurement,Start Date,End Date,Additional Information,Assigned User's ID,Assigned User's Email,Assigned Date,Unassigned Date,TextCustomField,NumberCustomField,DateCustomFiled,PriceCustomFiled
iB6vTovuO3,In-use,laptop,dell,64fe8WzXXO,dell-model,windows,LuYAwgSC84,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zJVmSxjHM7,10,2024-06-25,10
Qjx0zPxT6d,In-use,laptop,dell,lL7q3gzBuq,dell-model,windows,7Xinfpb3Kf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5XYumULwPQ,10,2024-06-25,10
x3PNw38gKP,In-use,laptop,dell,AU9kMGHCuj,dell-model,windows,R9AgbEwuMU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fTKVlut4oA,10,2024-06-25,10
smi2Ws0f6F,In-use,laptop,dell,V1Bn2GYJ8e,dell-model,windows,UbD4PB3Q7A,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gfM3B2iW0U,10,2024-06-25,10
RIr2EgzBY1,In-use,laptop,dell,ChOKkoAMvW,dell-model,windows,HnsHO5qVU2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1K0yLeHy4X,10,2024-06-25,10
PWcvTnwXtz,In-use,laptop,dell,6hBGT1N4Lq,dell-model,windows,FmlPqD9Mpc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,O3fuRTqYkj,10,2024-06-25,10
hanG2UwQou,In-use,laptop,dell,rn8YBYfPvP,dell-model,windows,z6iztn1KAu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JV4l3bYdbX,10,2024-06-25,10
hREfLXLwoF,In-use,laptop,dell,z9ifasXpar,dell-model,windows,ydjZecZmr2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,O9QZay3gN6,10,2024-06-25,10
a6v2TzqwWr,In-use,laptop,dell,zOTKnE2V2o,dell-model,windows,OslC4FgJJe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5HIUG3xqZJ,10,2024-06-25,10
PTgHxOrnDO,In-use,laptop,dell,ZhU29OHiUA,dell-model,windows,tYhrs3sfmL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jBl1t4xPN5,10,2024-06-25,10
87HfKBo1xl,In-use,laptop,dell,Dx4JPGbyQF,dell-model,windows,dxbYFE0gKM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Te7qfQkp3E,10,2024-06-25,10
1NqI9lzCVg,In-use,laptop,dell,JuLh0kYwie,dell-model,windows,BeN3Op0N3a,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YxQ6n9KPyn,10,2024-06-25,10
yrkGWrM9mT,In-use,laptop,dell,CNxbPnDLOZ,dell-model,windows,w9DL0uZewX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,H5zJuXOKAX,10,2024-06-25,10
nU7sl4aiY9,In-use,laptop,dell,Hw4y4c3Ox4,dell-model,windows,SjZ2FR7TQp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mzfKtu6dSa,10,2024-06-25,10
gADrr5bPOn,In-use,laptop,dell,54T4g91553,dell-model,windows,nMoQoRVlr9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3LxWLTGbKa,10,2024-06-25,10
PPNeHKziyg,In-use,laptop,dell,e92ek0EkcU,dell-model,windows,DvmiXnLMdG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,59cFG2Pzth,10,2024-06-25,10
OwgATD2Xpp,In-use,laptop,dell,4IsukH0OPq,dell-model,windows,Yfxutnxh31,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,oSnI9Q7udA,10,2024-06-25,10
A1RGC5gULi,In-use,laptop,dell,sGSlN01Hkz,dell-model,windows,z7v3XvQDrQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AA9bml6mQY,10,2024-06-25,10
ZwBfRM7HeB,In-use,laptop,dell,sl6O9Tp1Wu,dell-model,windows,wZCT9peB26,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,NasA8OGvXT,10,2024-06-25,10
ZWzAcMlIPy,In-use,laptop,dell,CL5p4jRiVW,dell-model,windows,3owK7hWtRq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qMGG7tTO4x,10,2024-06-25,10
OMrmsbHmuG,In-use,laptop,dell,5CLPqqr6jD,dell-model,windows,AeUbn2r62j,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WBzojjQ7jX,10,2024-06-25,10
hlGv8ETBFW,In-use,laptop,dell,bfYDKcj0xT,dell-model,windows,3jLVumkNJ6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,MC8mSdGKgK,10,2024-06-25,10
j2cqvPlQfr,In-use,laptop,dell,2DqijU9yEw,dell-model,windows,1wdqPR5fxq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ccVN0ZOM8I,10,2024-06-25,10
CGINomog9r,In-use,laptop,dell,smQLBaGOVy,dell-model,windows,SGo8MCAQhn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xKGMmnPOej,10,2024-06-25,10
5qfjJBBcAA,In-use,laptop,dell,BXaDb4JD1q,dell-model,windows,zRHnT7B752,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qa8BIthB9g,10,2024-06-25,10
CMjPFNNHMG,In-use,laptop,dell,2iLB5oAi6Q,dell-model,windows,xlNa7jp15s,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fsg1XaNzeV,10,2024-06-25,10
7mbleSPskr,In-use,laptop,dell,A5b4eCclPv,dell-model,windows,XldLk72ROn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IdYxP6epMk,10,2024-06-25,10
Tbt4SzAd3t,In-use,laptop,dell,SBZce5Db4s,dell-model,windows,pZ4gcgzEjj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZW1egLt0jX,10,2024-06-25,10
9eZ7GHxPo8,In-use,laptop,dell,t7jJT305Al,dell-model,windows,rJlDCj9Jth,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xTND4CHCHt,10,2024-06-25,10
TAmelt9KHM,In-use,laptop,dell,n457L3xJVj,dell-model,windows,6wRj1IodYb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AdjKM7BuWW,10,2024-06-25,10
wKkZiPitf0,In-use,laptop,dell,ASxlmVS9TZ,dell-model,windows,rm2K00DCNl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8B67Y44Vdj,10,2024-06-25,10
xC7kZIgn9P,In-use,laptop,dell,SK6SvNLOd3,dell-model,windows,NIbvQ0I9ib,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bH3BXLIevO,10,2024-06-25,10
ZA4rQKICbt,In-use,laptop,dell,T6q1WuRsNH,dell-model,windows,QJmThfy1uK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pR2nwWoaPK,10,2024-06-25,10
6gFtFpDPWG,In-use,laptop,dell,f0JMrxKG3J,dell-model,windows,n9Y4WfgA0T,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Tg3MRRZf2r,10,2024-06-25,10
HFaVLqBkhr,In-use,laptop,dell,0it0Gv9GoF,dell-model,windows,Rna1lfhs1V,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TnrAatov0Z,10,2024-06-25,10
xWH81gmZSp,In-use,laptop,dell,jSX5YLOLAr,dell-model,windows,pMqsm3jM9n,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TxBrnNvLyZ,10,2024-06-25,10
7U9u1uKX3X,In-use,laptop,dell,FjlkJsHLjK,dell-model,windows,58l8iHDg2p,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dG1xPPXY2T,10,2024-06-25,10
wKXxCnNjrI,In-use,laptop,dell,i65DzW1g9x,dell-model,windows,Z4kq27wDWb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nU0YkPKN0B,10,2024-06-25,10
h37QQ6ANl2,In-use,laptop,dell,wh0Q3SDQSF,dell-model,windows,si9xbeFfuh,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5vbKqGv9w7,10,2024-06-25,10
Zj2q5Scx9P,In-use,laptop,dell,MHfsm0dIzl,dell-model,windows,G4HDQ4M05N,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HPtSNmm0dt,10,2024-06-25,10
4AmPJsfLuj,In-use,laptop,dell,FFeY2bpxCf,dell-model,windows,V2rSTKnoYS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,F7B5vhClrV,10,2024-06-25,10
5YSOajlXFU,In-use,laptop,dell,QPFa7x3se5,dell-model,windows,W8kfZEU5ze,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fjvByxKmxZ,10,2024-06-25,10
wAJOfXcKY5,In-use,laptop,dell,jGkvgqbcu1,dell-model,windows,potwbQBLRL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eCR7ItciWo,10,2024-06-25,10
sDXTOMVfSG,In-use,laptop,dell,zobnhAqkeT,dell-model,windows,TUROXb1Mdi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PYs7vApgkl,10,2024-06-25,10
p7r5l1Ecny,In-use,laptop,dell,CJMfPaKvBK,dell-model,windows,ODfsxXsOPS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,R0jPJEmZjA,10,2024-06-25,10
R6ApMeu20h,In-use,laptop,dell,ddDOlHf8ZT,dell-model,windows,booMTovQYH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qrk12g6ImF,10,2024-06-25,10
OIcWthMEYe,In-use,laptop,dell,HpelxN15fc,dell-model,windows,hPOGIVvrkn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pCyB53qVrJ,10,2024-06-25,10
Zl2DsThJCu,In-use,laptop,dell,ZYCZLsha9U,dell-model,windows,GJI2uMownQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rKtIneL3q5,10,2024-06-25,10
SflFuePebQ,In-use,laptop,dell,hXaiNAI5mh,dell-model,windows,uMXAD4TPC7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Zkii95VqSG,10,2024-06-25,10
8YaqC1PDeO,In-use,laptop,dell,FnwcWfhyuv,dell-model,windows,lG2AohkZPM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VIKOXDlqg1,10,2024-06-25,10
5LkyMj7vTr,In-use,laptop,dell,qaYmjOas7x,dell-model,windows,inxbYXPvoV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mYqsglxo7S,10,2024-06-25,10
CNOovyvX9V,In-use,laptop,dell,qY4IRf4COE,dell-model,windows,jFZnTHC72j,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eFkm25HN6o,10,2024-06-25,10
gq4oUfMYxU,In-use,laptop,dell,gPgFzbRCFE,dell-model,windows,xikqnh08DO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qJPEQM6kYz,10,2024-06-25,10
FaLHEJxO0c,In-use,laptop,dell,h1ZboooSmQ,dell-model,windows,UCMoVuxkCX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,51ZKgHpRHw,10,2024-06-25,10
qqL5Nh4pLz,In-use,laptop,dell,NvcBMCLGfN,dell-model,windows,yJ8LeVcCve,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YKvvlffftJ,10,2024-06-25,10
ZncxVqzI3i,In-use,laptop,dell,kuyQVfsZ8R,dell-model,windows,swRpuj5qOs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6QXlT89qdd,10,2024-06-25,10
HejJD3FnW9,In-use,laptop,dell,Dmn3fqqjmD,dell-model,windows,R3cZP3quLb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,C2RKumMnr2,10,2024-06-25,10
7q2w4fbDAg,In-use,laptop,dell,23qhNm5Skg,dell-model,windows,OlyInRMsWL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,S3hHTV7Us7,10,2024-06-25,10
7FfB6xuLvB,In-use,laptop,dell,DC4THrjtUz,dell-model,windows,LgPI53xsqh,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,l0oNnSamoX,10,2024-06-25,10
kw9VNpJzW4,In-use,laptop,dell,yfEGhWzXIs,dell-model,windows,Zo7AVeUQj9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KjFwfYv0E3,10,2024-06-25,10
IthRvWMheM,In-use,laptop,dell,DmBju2Tn8f,dell-model,windows,TXkyh6npDp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5TQnLFYRlX,10,2024-06-25,10
BuV95mVAt9,In-use,laptop,dell,EvtQKbHKIJ,dell-model,windows,u6c35U31Jo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uigxLRjiEd,10,2024-06-25,10
QBRPjCkjcg,In-use,laptop,dell,pK3cTw3EaT,dell-model,windows,fe7k5D1J2J,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,oQOUqS9aGD,10,2024-06-25,10
o86SwbVg7u,In-use,laptop,dell,nRsY57fvZS,dell-model,windows,yzwRppgCUq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EeTh9wEWmF,10,2024-06-25,10
kx4SmL4QXw,In-use,laptop,dell,ypHQVtLyAK,dell-model,windows,qWfgmP72cm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lTeGvGiSwE,10,2024-06-25,10
6xkWbyIx5K,In-use,laptop,dell,QouHLsKkg0,dell-model,windows,gaikBceiKh,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,s4BKqggtvp,10,2024-06-25,10
UpneQJ5MWV,In-use,laptop,dell,Beg1gZjdSU,dell-model,windows,cFjJVhmDOG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,R385yHWvu4,10,2024-06-25,10
wAmIlOnKdL,In-use,laptop,dell,fgZ28LoMj4,dell-model,windows,kBTqTnRYVW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Ca7Wb6z8vJ,10,2024-06-25,10
A7yEQgtBIy,In-use,laptop,dell,yA5a09XayS,dell-model,windows,vFqPFMprXB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,honJJgaWbl,10,2024-06-25,10
vmaBxq6H3P,In-use,laptop,dell,R0dfAAO8j3,dell-model,windows,ZGkHvoWJCi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rJLb45TM0n,10,2024-06-25,10
JXDQOoympd,In-use,laptop,dell,0VeTpAphoP,dell-model,windows,FRihfT00lV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qy9cwEOWsy,10,2024-06-25,10
SGYpEd8U5f,In-use,laptop,dell,ENFL33M23K,dell-model,windows,RxRkCtlD0u,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4mw8X1Rhh3,10,2024-06-25,10
ge4wNl947e,In-use,laptop,dell,iLCbHdUoPY,dell-model,windows,AlCnlRfllH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,f4NqWNKKAd,10,2024-06-25,10
vAD1e1Al69,In-use,laptop,dell,DXyzVk7uEM,dell-model,windows,G7xECjYZuc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gYajVtgmI0,10,2024-06-25,10
lZXfeAoaQw,In-use,laptop,dell,5iGHkxJ5Vw,dell-model,windows,4ohuS0liSC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YOLLUIXAdi,10,2024-06-25,10
WdPxZUA7XE,In-use,laptop,dell,rZwbqo7jBW,dell-model,windows,DfZsJhPRQx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ObKYnwwJ2x,10,2024-06-25,10
mUVrk3cIV8,In-use,laptop,dell,bcTDZihm0i,dell-model,windows,bnaGmtmHlb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,py1dWzKpeP,10,2024-06-25,10
syBSLtS5v1,In-use,laptop,dell,Abv5cJLX2Z,dell-model,windows,ckdxzhxfzO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TQI2MZqZGT,10,2024-06-25,10
T6sePeRmdE,In-use,laptop,dell,cmenQLJVQu,dell-model,windows,12WMCzhU1I,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,so7ZY7jhYu,10,2024-06-25,10
By4HTA9UF8,In-use,laptop,dell,OYbhmRoWnt,dell-model,windows,xT44wF5FSH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1ApqlQmkkf,10,2024-06-25,10
Nqn8XfhkqO,In-use,laptop,dell,nKudiCd3O5,dell-model,windows,UYLIgFR1fx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AyZWdKRsPn,10,2024-06-25,10
Nwbj492EFi,In-use,laptop,dell,C7NWcLFsuu,dell-model,windows,ikTJLG2Zli,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Uu0lck2p0X,10,2024-06-25,10
QN8ffRLwuS,In-use,laptop,dell,ChK9klJfVb,dell-model,windows,5Fjk1aVB8y,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6EKVDtyIMc,10,2024-06-25,10
iFu4EeX4XP,In-use,laptop,dell,5HPLlM1iuh,dell-model,windows,c099Bptymv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QtmRq4IH0u,10,2024-06-25,10
74CXFSluWP,In-use,laptop,dell,6j99K6oCFT,dell-model,windows,CHfcV9yV3F,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kN1Swx7zeR,10,2024-06-25,10
xyqNCPWR7Y,In-use,laptop,dell,KJ4dqY08rc,dell-model,windows,nDOlYHSCYv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EApbO2BhPr,10,2024-06-25,10
M3kekqBh0n,In-use,laptop,dell,xOePIm4rPX,dell-model,windows,UYkJ8u2rlx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Zb4e6SOTNB,10,2024-06-25,10
beNbkszGoR,In-use,laptop,dell,HLdsS9XS4v,dell-model,windows,V2A6SaMuIv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,djOAqR1vv2,10,2024-06-25,10
BNjZLy2BmS,In-use,laptop,dell,TXxgyclih3,dell-model,windows,qOjuIyx0XY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yaw3uS922r,10,2024-06-25,10
aOYcQCYUXU,In-use,laptop,dell,IP1sepfDes,dell-model,windows,Gwa7jEn7zZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DOXSxSI3mI,10,2024-06-25,10
zxLJq3ppKD,In-use,laptop,dell,IkC9ulFaua,dell-model,windows,ZqGpQgLG4L,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HK0UvBzRzf,10,2024-06-25,10
rzx66c1cD7,In-use,laptop,dell,zgxXy9qhy2,dell-model,windows,DEiOSOJqdj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,j9Y3X62HAv,10,2024-06-25,10
wD0eZLWo6u,In-use,laptop,dell,MXpg5yLbVH,dell-model,windows,eeSlmsCBUQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BOiMKfzeFH,10,2024-06-25,10
ypWBY8Q8fF,In-use,laptop,dell,mAMarbU5QV,dell-model,windows,DGjB0eZOpC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6NIQ8yg13d,10,2024-06-25,10
L9AjbNrIdu,In-use,laptop,dell,BwYkzcg2Ac,dell-model,windows,1OUBlPsHK3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lFNlxrwqay,10,2024-06-25,10
Kyi7poNPan,In-use,laptop,dell,syHMR9TbNG,dell-model,windows,z2yKZ99iWY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PBvOw5Gchp,10,2024-06-25,10
2dTJY4aqFj,In-use,laptop,dell,8COPKTchPa,dell-model,windows,Roqg37DuJq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DFvGpN8hTt,10,2024-06-25,10
MGU7OZzPA6,In-use,laptop,dell,aKnCtWPNy5,dell-model,windows,4xq4OnHp8u,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,j5kDvwfeT1,10,2024-06-25,10
C4gu9Fdppi,In-use,laptop,dell,x766hVafYF,dell-model,windows,kGWHFlJfnt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TA9YXN3lAx,10,2024-06-25,10
33xOWZ7ZtT,In-use,laptop,dell,ERU6gMLL2R,dell-model,windows,O1SCWPp3Vw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fsmyEcoHDG,10,2024-06-25,10
BQgRfLPPko,In-use,laptop,dell,kDKBhqu7s1,dell-model,windows,ScyAuTSAwN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2ErdU2xu1k,10,2024-06-25,10
AJFs5xmQYK,In-use,laptop,dell,g0SQaXVXEX,dell-model,windows,E2ESKnrWNu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TXeUTK6dUF,10,2024-06-25,10
axaruMrML8,In-use,laptop,dell,uV2Ej1v8Yb,dell-model,windows,4nkTyeBoXm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yqp0pIVoZp,10,2024-06-25,10
IOYFSUYWRI,In-use,laptop,dell,dW6oAS91kt,dell-model,windows,H669bkoqIa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JXryUOiGPu,10,2024-06-25,10
5DXUt9YOfr,In-use,laptop,dell,phNBSqFTqk,dell-model,windows,hfDuQUXNHX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,G95XzMEiAA,10,2024-06-25,10
jSa1VYnFK4,In-use,laptop,dell,DC01N05uiK,dell-model,windows,tWCQ9I6JIi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hNjNs5G25X,10,2024-06-25,10
8gXvHJugux,In-use,laptop,dell,Ybpd76l41t,dell-model,windows,bi2pcDM1m3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,H30BGXM9M7,10,2024-06-25,10
wW5GwzrY8a,In-use,laptop,dell,4My7kq1Dgq,dell-model,windows,u8DvKQgpoB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CF38JerWnD,10,2024-06-25,10
ohLO1ckbVn,In-use,laptop,dell,n0unN3h6qu,dell-model,windows,M03XyjuZBu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rgJfWtdjbZ,10,2024-06-25,10
sar7FL3E6X,In-use,laptop,dell,U7vWGxE4OU,dell-model,windows,dcZo5CihJV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zyHB42tysA,10,2024-06-25,10
Tom5LZzb5z,In-use,laptop,dell,x0HVS8YLN8,dell-model,windows,JFtg8OjJRF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VxSkWy5rfi,10,2024-06-25,10
7aPQ3neUV9,In-use,laptop,dell,H2qu6NnkYz,dell-model,windows,T3JQfAGEIP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KJKlBJXJXD,10,2024-06-25,10
KmCLGKDCjN,In-use,laptop,dell,MAPovmKwkT,dell-model,windows,JkOo304DYB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,W55aazzuVe,10,2024-06-25,10
ZOb4vwqxZp,In-use,laptop,dell,8kJfbLRQWw,dell-model,windows,XBNvhLIhF3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qp0DuXjGVB,10,2024-06-25,10
vWBmKfwqvy,In-use,laptop,dell,2s6ZSXpSS5,dell-model,windows,4gwlXs103w,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IveuoAUCAx,10,2024-06-25,10
4Mqa2eHK5Y,In-use,laptop,dell,wghFlmMe1J,dell-model,windows,rPdejpLI6A,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9sWw76xi9L,10,2024-06-25,10
aQmHZmygey,In-use,laptop,dell,oTXu40ktpV,dell-model,windows,GJwzgxo4Ga,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iorHzIeVio,10,2024-06-25,10
JvNWXzZnGp,In-use,laptop,dell,0F8vrcvBW0,dell-model,windows,mejIIpTkaF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FJsIoRHNol,10,2024-06-25,10
fI5gcB5WTk,In-use,laptop,dell,NfCFEjcYuN,dell-model,windows,fjPftnJk54,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4BoGVJWR71,10,2024-06-25,10
HQH9iAF9IF,In-use,laptop,dell,PTq3LDa8kF,dell-model,windows,y5VEuzbCZB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9wNVM47skJ,10,2024-06-25,10
PIWD8JUdOX,In-use,laptop,dell,AfjqdzRPp1,dell-model,windows,YIOuXMnSH8,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,a9G04C73Tn,10,2024-06-25,10
7fKs7jEgiP,In-use,laptop,dell,NX6rVbayXF,dell-model,windows,97dFbVTuxx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ttNCYyY3rI,10,2024-06-25,10
6ngfHfw7oM,In-use,laptop,dell,Lntwaglnqj,dell-model,windows,AAVM2L2Msy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,sDWsSwFWGP,10,2024-06-25,10
hfcpwgiNdn,In-use,laptop,dell,HlQU0eQ941,dell-model,windows,RZ4fma7xrH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AVrWXDkuWE,10,2024-06-25,10
SSoJvlC8Xy,In-use,laptop,dell,0d8ONhwDtq,dell-model,windows,GS6yohdK4b,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,p14Q5IfWFe,10,2024-06-25,10
MDBHUiirwX,In-use,laptop,dell,wOWkh6OVwo,dell-model,windows,jdEMXcXjZU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ua7TphWtQJ,10,2024-06-25,10
mCl8xNgyVS,In-use,laptop,dell,0Yv54cdJi6,dell-model,windows,POHtBuenDs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Nm3U1qeyjQ,10,2024-06-25,10
OBxY7QVg4e,In-use,laptop,dell,LJqOJYVDaS,dell-model,windows,ENzxkZj9yf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fHmT0lN6k8,10,2024-06-25,10
